rule_id,strategy_document_id,strategy_owner,source_line,section,rule_text,rule_fingerprint_sha1,coverage_requirement,applicability,primary_stage,supporting_stages,active,coverage_status,current_evidence_ids,notes
MD-S058-R0073,MD-S058,authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,135,Cross-contract alignment,- `EOD_Eligibility_Snapshot_Contract_LOCKED.md`,CD0F357ADCCDE2C117E58E6A02E6C9360BDAD8D2,REFERENCE_ONLY,REFERENCE_ONLY,MD-B06,,YES,REFERENCE_ONLY,,
MD-S058-R0074,MD-S058,authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,136,Cross-contract alignment,- `Replay_Verification_Contract_LOCKED.md`,0E00993B19FC9F30C6F1A6441356E44FC36440C0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B06,,YES,REFERENCE_ONLY,,
MD-S059-R0001,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,4,Status,CURRENT-PHASE STRATEGY / NORMATIVE COMPANION,F2A8ADDFA63156F8A09E3CBB8F7A8B399CD2BCC1,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0002,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,6,Status,Dokumen ini adalah owner keputusan strategis pemakaian `api_free/yahoo_finance` pada fase aktif dan owner batas keputusan provider berbayar pada masa depan. Perilaku runtime yang mengikat tetap dimiliki oleh:,74EC69ACD9F51830B8B048A58F032008B0050E2E,REQUIRED,OPTIONAL_CAPABILITY,MD-B02,,YES,OPTIONAL_NOT_REQUESTED,,
MD-S059-R0003,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,7,Status,- `Source_Data_Acquisition_Contract_LOCKED.md`,BF4CC5EFC4FE5295A48EFF07EE588F1FFD47A251,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0004,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,8,Status,- `EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md`,97A47EBE73A594CBF34FE753DD9507E75A3D6CF4,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0005,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,10,Status,"Jika terdapat perbedaan perilaku teknis, kedua owner contract tersebut tetap menjadi authority.",DFF4155465E289DFCE471BFB2555CE763DF4D39C,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0006,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,16,Decision statement,`api_free/yahoo_finance` dipilih dan diterima sebagai **bootstrap primary EOD source** untuk membuktikan manfaat platform market-data bagi watchlist Weekly Swing sebelum pengeluaran data berbayar dibenarkan oleh evidence.,B32280DD0FE9F64D33FBB621F3A01D12007F4B04,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0007,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,18,Decision statement,"Yahoo Finance adalah keputusan fase produk yang disengaja, bukan provider yang sekadar ditoleransi karena belum ada pengganti.",25E183DE11A6CE2892844348C586F3A8AD75355B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0008,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,20,Decision statement,Pemilihan ini:,E1A8763C6F7328B778EDC70075A306A984B5A8C0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0009,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,21,Decision statement,- merupakan keputusan fase awal yang disengaja;,579A985B8A3A2644AAA9CD8BAFAE549870B4EF73,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0010,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,22,Decision statement,- bukan pernyataan bahwa Yahoo Finance adalah sumber resmi bursa atau sumber final platform;,25E5E6441E8FABFD90D5D197403A2B7D7568DE27,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0011,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,23,Decision statement,- bukan penurunan standar integritas canonical market-data;,396A97A65FE7B79675732D49C544044A62EB68C9,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0012,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,24,Decision statement,- bukan kesalahan strategi selama batas provider diisolasi di source adapter dan seluruh quality gate tetap berlaku;,40073980798C29070775F81568994EE72F90927E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0013,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,25,Decision statement,- memungkinkan biaya awal difokuskan pada pembuktian bahwa sistem dapat menghasilkan watchlist yang berguna sebelum membeli data berbayar.,97C2922FD4C13C4B3F2798BB9ABEF5B5C9F08536,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0014,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,27,Decision statement,Market-data harus dibangun dengan arsitektur yang kuat sejak awal. Investasi provider berbayar hanya boleh dipertimbangkan kemudian bila evidence nilai produk atau kebutuhan operasional nyata membenarkannya; investasi tersebut bukan kelanjutan yang sudah diputuskan.,CC7C076F031CFCAC34363F92D5A8DF8AFC265AF3,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0015,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,29,Decision statement,"Tidak adanya provider berbayar pada fase sekarang bukan defect, audit gap, technical debt, atau blocker dengan sendirinya. Temuan integritas, provenance, historical correctness, dan reproducibility tetap harus diperbaiki tanpa menunggu pergantian provider.",7BCA65B24BCDF12D85AEDF947AA9663FE585AB69,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0016,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,35,Current source roles (LOCKED),- primary bootstrap EOD source: `api_free/yahoo_finance`,681B2A164034D9B7417F232ACD745EF4BAB15763,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0017,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,36,Current source roles (LOCKED),- controlled **one-date operational rescue** source: `manual_file`,DC1FC3BF4F8BF0F2046CDCEBD2F964963A64A577,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0018,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,37,Current source roles (LOCKED),"- canonical domain truth: governed, validated, versioned publication; bukan provider payload atau nama provider",F4DBDE0965554B5334018DC4DF9A396C7A6CE969,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0019,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,39,Current source roles (LOCKED),"`manual_file` adalah explicit controlled one-date operational rescue, bukan second live feed, continuity source, consensus member, atau alasan melakukan merge field-by-field. Planned correction/replay/historical fill tetap boleh memakai manual input bila scope-nya eksplisit. Satu publication candidate tetap harus memiliki source mode dan provenance yang eksplisit.",23ED21D40FDF38E77F2180109FCE0FD07790DA5A,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0020,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,45,Why Yahoo Finance is appropriate for the current phase,"Fokus aktif adalah EOD market-data untuk watchlist dengan policy Weekly Swing, bukan tick data, order book, execution routing, atau low-latency trading.",22281AC7B2B202620EA6328FCA934BBC5A3C33F0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0021,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,47,Why Yahoo Finance is appropriate for the current phase,"Untuk tujuan pembuktian awal tersebut, Yahoo Finance memberi jalur yang pragmatis karena:",6FAFC405087ED63AEB2A17D93AC933486AF10F5A,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0022,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,48,Why Yahoo Finance is appropriate for the current phase,- data EOD dapat diperoleh tanpa biaya subscription provider komersial pada fase awal;,4EBC493287C0807E6F9E58A9FDC5D18C1270AB97,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0023,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,49,Why Yahoo Finance is appropriate for the current phase,"- cakupannya dapat digunakan untuk research, pembangunan, dan forward validation awal selama setiap output tetap melewati quality dan readability gates;",157ABA88240CA39E033F0A00C3ECCBD9E6B5ABED,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0024,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,50,Why Yahoo Finance is appropriate for the current phase,- integrasi yang sudah tersedia mempercepat forward validation dan pengumpulan evidence operasional;,5613B5D99AC63BFF42E05CF32BE45B8240B98B7E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0025,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,51,Why Yahoo Finance is appropriate for the current phase,"- modal dapat diprioritaskan untuk membuktikan manfaat sistem, bukan dihabiskan sebelum product value terbukti;",AACBD5A1F76AC79523C14A34FAC7025CD45E7DDD,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0026,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,52,Why Yahoo Finance is appropriate for the current phase,"- kelemahannya dapat dibatasi melalui provenance, validation, coverage gate, quarantine, correction, dan publication lifecycle.",D566E560474B5F07BFC9CD9343BC11D166E1ADCB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0027,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,54,Why Yahoo Finance is appropriate for the current phase,"Keputusan ini tidak mengklaim bahwa data gratis memiliki authority, SLA, field richness, revision service, atau jaminan distribusi yang setara dengan data resmi IDX atau vendor berlisensi.",18405AE7361BFDCE9554B8E0A824D1851BE9E2B7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0028,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,56,Why Yahoo Finance is appropriate for the current phase,Dokumen ini juga tidak memberi atau menyiratkan hak redistribusi data. Penggunaan provider tetap harus mematuhi access terms dan usage terms yang berlaku pada saat data diambil atau digunakan.,9265D3190BF610161604C7028452D77A4FC9829F,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0029,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,62,Current-phase objective,Tujuan fase aktif adalah membuktikan bahwa sistem dapat:,E6E455CB38D05E2C316CBDB55C5D70C68B96075D,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0030,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,63,Current-phase objective,- memperoleh dan mempublikasikan EOD bars secara terkendali dan terukur;,43DC143E4AD37E34E2C8906958F02FD4F6C4F453,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0031,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,64,Current-phase objective,- menjaga historical integrity dan reproducibility;,146034D00B948E9CC959011A0C902539EFB466D4,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0032,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,65,Current-phase objective,- menghasilkan indicator dan eligibility yang deterministic;,32C9DB1B77195E1CC09CC9E68C61E03B6F3B32C9,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0033,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,66,Current-phase objective,- mendukung watchlist Weekly Swing yang dapat dijelaskan dan diuji;,CF6FFF25500F082EC512F47569B60A1CDA5C79B4,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0034,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,67,Current-phase objective,"- menunjukkan manfaat melalui forward observation, paper evaluation, dan feedback pengguna;",432FD0231B180F143F87BDE8DF1EAB0D2DC79E14,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0035,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,68,Current-phase objective,- menghasilkan evidence yang cukup untuk memutuskan apakah investasi data berbayar layak dilakukan kemudian.,6B8CF2CFC237724D2162CC0A164EC61345C6E9C0,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0036,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,70,Current-phase objective,"Keberhasilan watchlist tidak boleh dinilai hanya dari backtest atau beberapa trade yang menguntungkan. Evidence harus memisahkan kualitas market-data, kualitas policy Weekly Swing, dan manfaat bagi pengguna.",5CCD53015E058191DDB91727656D76E18DF8FA9D,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0037,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,72,Current-phase objective,Keputusan bootstrap tidak sama dengan klaim bahwa source atau operasi saat ini sudah decision-grade production ready. Relock tersebut tetap mengikuti acceptance gates pada audit final dan membutuhkan executed proof yang terpisah.,7DC2D76405013FA30B7BBF8393BF2DD9EF01FE4C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0038,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,78,Non-negotiable safeguards while Yahoo Finance is active,Pemakaian bootstrap source tidak mengubah quality bar platform.,ACF2A384BCBDA0FFA251294A4CBE54350FE1951E,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0039,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,80,Non-negotiable safeguards while Yahoo Finance is active,Selama `api_free/yahoo_finance` menjadi primary active source:,914492EE5C46E72B2F45CB8A2A75ABAAA1DDBCD7,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0040,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,81,Non-negotiable safeguards while Yahoo Finance is active,- source identity dan acquisition timestamp harus traceable;,86C08152C986273A621B2F60D4B7308BBB9A2C3F,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0041,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,82,Non-negotiable safeguards while Yahoo Finance is active,- provider-specific mapping harus tetap berada di adapter/import strategy;,5884868BDAD218579EE3B24C85742197BB269300,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0042,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,83,Non-negotiable safeguards while Yahoo Finance is active,- requested trade date tidak boleh ditentukan oleh default query window provider;,AE4C53CB0527C29C4F249FF095B21739CC89938F,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0043,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,84,Non-negotiable safeguards while Yahoo Finance is active,"- canonical row tetap harus lolos row validation, dedup, dan coverage contract;",B15FEC95D30C7E0E95557DD7879952ED50A934A5,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0044,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,85,Non-negotiable safeguards while Yahoo Finance is active,"- partial, missing, malformed, stale, atau suspicious observations harus menghasilkan evidence dan fail-safe outcome;",C2668869FA04368116FEA6A7D894B4B29F5FE416,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0045,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,86,Non-negotiable safeguards while Yahoo Finance is active,- anomaly tidak boleh otomatis dianggap corporate action yang terverifikasi;,61DFDA927FC3A070F3F151C5F54F8373992DAD09,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0046,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,87,Non-negotiable safeguards while Yahoo Finance is active,- historical publication tidak boleh diubah in-place untuk menutupi anomaly provider;,8562FBF00D86C17062401618456AE5942A77ACC0,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0047,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,88,Non-negotiable safeguards while Yahoo Finance is active,- indicator dan eligibility tidak boleh menghitung data invalid sebagai harga pasar yang sah;,8C6161150F741BB6B796ABAB2A8CA59A0CCA4C26,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0048,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,89,Non-negotiable safeguards while Yahoo Finance is active,- consumer hanya boleh membaca publication yang memenuhi readability contract;,0AAB168D04BD4641BECB023F19D295921411C798,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0049,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,90,Non-negotiable safeguards while Yahoo Finance is active,- penggunaan Yahoo Finance tidak boleh disembunyikan atau diberi label seolah-olah data resmi IDX.,39BCF8A92E46B95F9F99AEB24E2A095613797D31,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0050,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,91,Non-negotiable safeguards while Yahoo Finance is active,"- access terms, usage terms, dan batas redistribusi provider tetap harus dipatuhi.",05668D8CE43841377580026674742A3535121DD7,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0051,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,93,Non-negotiable safeguards while Yahoo Finance is active,"Dengan safeguards ini, risiko provider diperlakukan sebagai risiko yang dikelola, bukan diwariskan sebagai kelemahan domain model.",348934419467E3786609BADA7D15DFB955CB30F1,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0052,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,99,What is explicitly not required now,Fase aktif tidak mewajibkan pekerjaan berikut:,291EFEF9DC68A511FEBC0C14122186FC47494353,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0053,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,100,What is explicitly not required now,- membeli subscription market-data;,9B7203CABD2C94DD4B8A5D01C7841D4DD8F82D3C,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0054,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,101,What is explicitly not required now,- memilih atau melakukan tender vendor berbayar;,A9704E760F633FFA9C478E070A3F3118C111C7FB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0055,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,102,What is explicitly not required now,- mengintegrasikan feed resmi IDX;,87095A8CAB8FE298177CC2B1C9D2BF92D53899B9,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0056,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,103,What is explicitly not required now,- membangun multi-provider consensus atau majority voting;,6001A1E04DBD1E175CD21A5444D583DBFBA214AF,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0057,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,104,What is explicitly not required now,- menjalankan dual-feed production;,43843E9F1D692C6C7E7286C641C5D6BE4066BFE9,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0058,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,105,What is explicitly not required now,- menegosiasikan redistribution rights;,CF0D44095506BD2F13330B92C696A725B48156DD,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0059,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,106,What is explicitly not required now,- membuat proyek migrasi provider atau menetapkan tanggal migrasi;,AD7E1CF8EE6CADBA79CBE29A75BFD14240E935DE,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0060,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,107,What is explicitly not required now,- menambah field institusional yang belum dibutuhkan Weekly Swing.,9AD47B4712F21561296B704A342BB2CCECBE2F9B,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0061,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,109,What is explicitly not required now,"Hal-hal tersebut tidak boleh mengalihkan fokus dari perbaikan integritas data, stabilitas pipeline, dan pembuktian manfaat watchlist saat ini.",CA9F71095AC7B750188091BA92D238244B42045A,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0062,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,111,What is explicitly not required now,"Karena bukan current requirement, pekerjaan paid-provider tidak boleh dibuat seolah-olah merupakan backlog remediation yang tertunda. Fase sekarang tidak memerlukan vendor shortlist, tender, purchase order, reserved budget, migration milestone, atau target date pergantian source.",0D8C6C5CC3F11AA099141D2AC12826A1BA9D0AB4,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0063,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,117,Source continuity exposure (LOCKED),"Dokumen ini memiliki keputusan menerima risiko source. Karena itu ia juga harus menyatakan besarnya risiko itu, bukan hanya manfaatnya.",FE44DDC426AB567D49A7C15A556F346E5DF6EB79,REQUIRED,MANDATORY_OR_CONDITIONAL,MD-B02,,YES,NOT_ASSESSED,,
MD-S059-R0064,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,119,Source continuity exposure (LOCKED),"`EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md` memiliki perilaku kegagalan **per-run** — retry, quarantine, degraded state, alert. Yang dinyatakan di sini adalah kegagalan sebagai **kondisi berkelanjutan**, yang tidak dimiliki kontrak mana pun sebelumnya.",5329EBDA2B999A589623DE6747C86A15C2BD7A6D,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0065,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,123,Paparan yang diterima secara sadar,"- **Tidak ada SLA, support channel, atau jalur eskalasi.** Bila akses berubah, rate limit mengetat, endpoint bergeser, atau permintaan diblokir, tidak ada pihak yang dapat dimintai pemulihan. Ini konsekuensi wajar dari sumber gratis tak resmi dan bukan cacat yang muncul belakangan.",8D625BFD0C740BF4D1828F0BD07A94A1AF9189FB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0066,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,124,Paparan yang diterima secara sadar,"- **Tidak ada pemberitahuan perubahan.** Perubahan schema atau perilaku diketahui dari kegagalan validasi, bukan dari pengumuman.",92A7CAA436EFEF2F381F2032BAB8CBA0E4684AE5,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0067,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,125,Paparan yang diterima secara sadar,"- **Tidak ada authoritative correction.** Bila provider merevisi nilai historis, tidak ada notifikasi revisi yang dapat diandalkan.",7B9A3AD3794F31D69EFBF2E0D97B3330D2B07505,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0068,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,129,Batas jalur pemulihan (LOCKED),"`manual_file` adalah **rescue satu tanggal**, bukan jalur kelangsungan operasi.",BCBD20F46C39A913AED36FA9830D67519D01F6EB,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
MD-S059-R0069,MD-S059,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,131,Batas jalur pemulihan (LOCKED),"Universe aktif berjumlah sekitar sembilan ratus emiten. Memulihkan satu hari perdagangan secara manual berarti menyiapkan bar untuk seluruh universe itu, dengan provenance dan validasi yang sama ketatnya. Itu dapat dilakukan sesekali untuk satu tanggal; ia tidak dapat menggantikan akuisisi harian selama periode yang panjang.",F02B952B67DC742D7F167246FB8DCC3E573AB7D6,REFERENCE_ONLY,REFERENCE_ONLY,MD-B02,,YES,REFERENCE_ONLY,,
