rule_id,active,strategy_stage,rule_class,coverage_requirement,applicability,strategy_owner,source_heading,source_line,rule_text,rule_fingerprint_sha1,verification_build_stage,implementation_ref,test_ref,evidence_ref,residue_state,coverage_status,proof_or_runtime_verdict,open_finding,notes
WS-S01-MD-R009,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,20,`../../../market_data/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md`;,15A0469F781F2DBF67A120AFAB0B2EFFA5987E2D,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R010,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,21,`../../../market_data/book/Downstream_Data_Readiness_Guarantee_LOCKED.md`;,EACF03456F9502559F6088849D1C8589B1035D5D,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R011,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,22,`../../../market_data/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md`;,F4D5FA59948706F05818AD4650C5C64328ED775E,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R012,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,23,`../../../market_data/book/Market_Calendar_Requirements_Contract.md`;,5EF3A5DBB9B49DFE15DDFC46B9393AC6B474427A,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R013,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,24,`../../../market_data/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md`;,F7BFB6924282354B75EA23A51476D806CDEC6854,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R014,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,25,`../../../market_data/book/Trading_Status_Source_Contract_LOCKED.md`;,8B652FE05B598B37180CDDE6E0E73ABD9F12FA2E,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R015,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,26,`../../../market_data/registry/Indicator_Registry_Baseline_LOCKED.md`;,0EBC58BF273F36652BB333898ED0F5FB30A1A690,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R016,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,27,`../../../market_data/registry/Volume_and_Turnover_Normalization_LOCKED.md`;,34C5636E6A34313BD62EE102444B2B2D0C784D34,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R017,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,28,`../../../market_data/registry/Exchange_Market_Structure_Facts_LOCKED.md`;,D49A7D058C86B6FAAC24751671DEE0F0AD181176,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R018,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,29,owner producer lain yang dirujuk oleh contracts tersebut.,9ECC54E7166C9AB98E1AB411E1A23960C25909BC,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R019,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Single Allowed Meaning of Intake,31,"Watchlist tidak boleh menjadikan raw/canonical/current/history table Market Data, `MAX(trade_date)`, current master/status, benchmark table, publication pointer table, run table, atau reconstruction query lokal sebagai kontrak intake paralel.",D95612C9D1A2F02193B65B1935A9531599B7FA83,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R020,YES,WS-S01,DATA_CONTRACT,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,35,"Untuk membentuk **new current Weekly Swing PLAN** pada requested EOD date `D`, intake harus memenuhi seluruh run-level condition berikut:",BD07F952021E65F5E21F53F637FF357F9DDACEE9,WS-B01,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S01-MD-R021,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,37,producer read response berhasil di-resolve melalui consumer contract;,4156A5BF95C187BADEC322C870292B45811B2C14,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R022,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,38,`readiness_state = READABLE`;,416B6D8C7F660859190E67DD59033C04DC8B2183,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R023,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,39,`freshness_state = FRESH`;,E16BBF67669C2F8111A74D16719B125A2B825DD6,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R024,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,40,`effective_trade_date = requested_trade_date = D`;,F93C6C0C181D7E4C9090EECDCB449473A6D04E07,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R025,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,41,seluruh row/fact family berasal dari publication identity yang sama;,5F00F497618D54F9EE35A5B454DA589E73D33862,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R026,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,42,publication/read-model/config/formula/factor identity yang diwajibkan response tersedia untuk binding/replay.,32F9861DD0FE3D34119E9CE7BBEA8A7C65BCFCDF,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R027,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,44,"Jika Market Data secara sah mengembalikan prior effective date dengan `STALE`/`DEGRADED`, data tersebut boleh dibaca sebagai **explicit stale context**, tetapi **tidak boleh diberi label sebagai PLAN baru untuk requested date D**. Weekly Swing menunggu data D atau menghasilkan current-run availability/no-output state; ia tidak memindahkan tanggal secara diam-diam.",21ED84ECAA9DCF33A60B385ABE67D85CC7460413,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R028,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Current EOD Run Acceptance,46,"`HELD`, `FAILED`, `BUILDING`, `SUPERSEDED`, atau `NOT_AVAILABLE` tidak dapat membentuk new current PLAN. Kondisi availability upstream bukan alasan untuk mengganti producer contract dengan direct table read.",C90F37533127E8D38B729D9E3E45BF90C4F168AE,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R029,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,50,Market Data `data_usable=true` berarti upstream declared integrity/readiness gates tidak menemukan blocking objection. Itu **bukan** Weekly Swing candidate approval.,F361EB8B394765CB9D854495276A0C5BCF707FEE,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R030,YES,WS-S01,DATA_CONTRACT,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,52,Urutan canonical:,69466D7C7FA9D92908021928EE20C0E5CD29C817,WS-B01,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S01-MD-R031,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,54,`Market Data data_usable` → `Weekly Swing absolute eligibility` → `candidate classification` → `score/rank`,E069DA58CFE63254E542AFD3134FB933E40C8578,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R032,YES,WS-S01,DATA_CONTRACT,REFERENCE_ONLY,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,56,Rules:,D6AE0C8A03B925DCD947A7945F0C8BB74C796E3A,WS-B01,N/A,N/A,N/A,N/A,REFERENCE_ONLY,N/A,,
WS-S01-MD-R033,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,58,`data_usable=false` → ticker tidak boleh masuk recommendation-candidate path pada run tersebut;,E5408BBEA1E403222183ED403914697A65997F03,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R034,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,59,"`data_usable=true` → ticker baru **boleh dievaluasi**, belum otomatis layak direkomendasikan;",B77295D903B3653E334D019B4186CF498A7AA838,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R035,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,60,"compatibility field `eligible` dari Market Data, bila masih ada, dibaca hanya sebagai alias upstream `data_usable`, tidak pernah sebagai `strategy_eligible`;",A220D9A222F4DEACA12E4C1960899F85B96E7DB9,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R036,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Row-Level Data Usability Versus Strategy Eligibility,61,Watchlist tidak boleh recompute producer-side data usability.,E3DFEC64F5B4CBA4AA60B32F170A52E07C46AA21,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R037,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,65,| Weekly Swing need | Market Data authority / semantic input | Requirement class | Weekly Swing behavior |,AE59C0D72A8A0D41BACA6AD515C019B452CCBDA3,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R038,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,67,"| Publication/read identity | consumer read contract; `publication_id`, read-model/version, requested/effective dates, lineage/config/formula/factor identities | always required | bind ke PLAN/replay; jangan campur publication/version |",2037A9FFB683879F346F89B635C76073CA8A45C2,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R039,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,68,| Trading calendar / completed session | producer Regular-Market calendar + session-completion semantics | always required | requested date harus merupakan completed governed trading session; jangan menebak weekday/libur sendiri |,54E5337ED96CB3C88552437B3AAC9D7111AE2B5A,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R040,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,69,"| Temporal universe / listing membership | publication-bound temporal universe, listing interval, board/segment identity, stable `listing_id` | always required | hanya listing yang expected/in-universe pada D dievaluasi; current ticker/master tidak boleh diproyeksikan ke histori |",6B639905E73275E61681B93A17EC63CD91D1413A,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R041,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,70,"| Current EOD readiness | `readiness_state`, `freshness_state`, requested/effective-date relation | always required for current PLAN | hanya `READABLE + FRESH + same-date` membentuk new current PLAN |",2A101D5B97934ACF191A9AD7B064FBF2899C838B,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R042,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,71,| Stable instrument identity | publication-bound `listing_id` / stable instrument identity; symbol hanya presentation | always required | persistence/replay pakai stable identity; ticker text bukan historical key |,4931D9F5353C0EA8AECD6BCFBAF67BA897BC7CCF,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R043,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,72,| Upstream row usability | `data_usable` + complete upstream reason set | always required | false = keluar dari recommendation path; true = lanjut ke WS eligibility |,C82872CAC4E58962535DD6D1DA330E3A40D98DAF,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R044,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,73,"| Executable EOD price context | consumer-exposed Regular-Market `RAW` OHLCV | required when price/trade-plan/evaluation uses it | price floor, display/trade reference, dan historical executable-price logic memakai declared RAW basis; jangan memakai adjusted price sebagai actual order price |",654C7AA241AAB3C8E1B224F07D033ABD1DF841A3,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R045,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,74,| Analytical technical basis | producer indicator artifact on declared `STRUCTURAL_ADJUSTED` basis | required through indicators | Watchlist memakai published indicator value; tidak recompute adjustment/indicator |,71A2F79BFFA7ED9B8661C19F3E2D7D023A48B5C8,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R046,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,75,| Liquidity floor | **bootstrap canonical:** `adv20_close_volume_proxy_idr`; legacy `dv20_idr` hanya compatibility alias untuk metric yang sama | active hard-gate required | threshold Weekly Swing diterapkan ke proxy yang explicitly named; jangan menyebutnya actual turnover |,7ED91012B99C757BDAB9B4E5EF446B833A7C62EE,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R047,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,76,| Actual traded-value context | `adv20_traded_value_idr_actual` bila source-backed complete | optional until separately adopted | boleh ditampilkan/audit context; menjadi selection metric hanya melalui strategy identity + re-proof baru |,E1EDD90E9D5FBF6D9B3F8ABE365F506F254898F9,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R048,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,77,| Participation/volume quality | registry semantic `vol_ratio_20`; producer serialization alias hanya boleh dipetakan bila semantik/formula sama | active score/gate required | missing/invalid saat aktif → ticker tidak dapat menjadi recommendation candidate |,6CAFEFC3FC2FC9B2AC3428822E9F4F6D2D6B6E55,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R049,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,78,| Volatility/risk quality | `atr14_pct` | active score/gate required | digunakan sebagai risk guard/component sesuai frozen strategy identity |,F1CE105A8DD768FCEF6372602BBEEEE8258D2600,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R050,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,79,| Momentum | baseline `roc20`; `roc5`/`roc10` hanya bila active identity memakainya | strategy-dependent required | active metric missing → fail-closed candidate path; tidak zero-fill |,4F7CB0FA56125F56E95C6342CF9CDBF4C3FA2B3D,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R051,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,80,"| Breakout/setup | baseline `close_to_hh20_pct`; `hh20`, `range_position_20_pct`, range facts bila active | strategy-dependent required | hanya metric active yang menjadi required; no consumer recompute from hidden producer internals |",397B5D21D47554C06385128EDFF55A194E0FB490,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R052,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,81,| Price floor | current-date consumer-exposed `RAW close` | strategy-dependent required | threshold harga adalah WS policy; Market Data hanya memberi fakta harga |,659A6420C982C86AA60DFC499D115F87FC1CB23D,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R053,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,82,"| Exchange market-structure facts | effective-dated Regular-Market minimum-price, tick/fraction ladder, upper/lower auto-rejection band + revision/source identity | required only when active trade-plan/evaluation needs executable-price validation | Watchlist menerapkan rounding/execution feasibility secara causal; tidak hardcode current tier ke histori dan tidak mengubah fakta exchange menjadi scoring alpha |",B2959E0653C6DAF5027137591F556EA5F41C20FA,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R054,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,83,"| Market regime / benchmark context | consumer-exposed point-in-time benchmark context with producer-owned revision/lineage; exact benchmark fields are frozen by the active WS identity | required only when active strategy uses regime | tidak boleh reconstruct IHSG dari `market_benchmark_*` tables; jika active identity membutuhkan mis. IHSG ROC20/MA-slope tetapi producer contract belum mengeksposnya, capability itu `UNAVAILABLE` dan candidate path tidak boleh menebak/recompute |",6DF587F5A999A893F9FA8C59C9C035F10ADC8F18,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R055,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,84,"| Sector context / rotation | `sector_code`, `sector_roc20`, `rs_20_vs_sector`, `sector_rs_20_vs_ihsg` with temporal membership/revisions | optional unless active | missing optional sector context tidak menggagalkan unrelated indicators; bila active gate/score memakai field, field menjadi required |",AC3FB8275E67905DB6CF074BC122C24AFA015354,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R056,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,85,"| Trading status | `trading_status_code`, `is_suspended`, source revision | execution safety fact | known state yang mencegah normal Regular-Market entry → `AVOID`; non-blocking status facts tidak otomatis menjadi Market Data failure |",1BD69483B17A20C8068CEF41C73F9EB0006152FA,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R057,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,86,"| UMA / event-risk facts | `is_uma`, `event_risk_flag`, ordered reasons | strategy-dependent | fakta tidak diubah; hanya active WS risk rule yang boleh memetakan ke WATCH_ONLY/AVOID/penalty |",B12FE61CDDA5D658E707CD6E983A2F6BA8C18030,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R058,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,87,| Corporate-action / contamination | producer event/factor/contamination state and field-level validity | required when it affects active fields | affected required field invalid → candidate path fail-closed; event flag sendiri bukan alasan post-hoc tanpa active rule |,A537AAFED9D0A18FFBD7EEE99082966686CD8758,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R059,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,88,| Per-field null/reasons | indicator/read-model field validity + null reason | always respected | required field null/invalid → ticker tidak discore; optional field null hanya menonaktifkan dependent optional behavior |,E820BCD84383C5A87C450EB4F1BDBB09BC19D163,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R060,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,89,| Historical point-in-time replay | exact/as-known consumer replay/publication identity | required for backtest/OOS | tidak memakai current master/status/sector; tidak substitute prior date silently |,D1980707ECAA6CB2EC3CA3C2A5AB1C40111CC7CB,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R061,YES,WS-S01,DATA_CONTRACT,REQUIRED,CONDITIONAL_ACTIVE,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Weekly Swing Need → Market Data Authority → WS Behavior,90,| D+1 decision-time CONFIRM | **tidak dijamin oleh current EOD read contract** kecuali producer-facing decision-time contract tersedia | optional | tanpa source yang governed → `UNAVAILABLE_RETRYABLE`; tidak menghambat core Top Picks |,211874C5BF7C54447A33B2F1604E2186A49B05BC,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,
WS-S01-MD-R101,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Operational Publication-Time and Benchmark-Proof Inputs,94,"Untuk membuktikan real-use executability, Watchlist membutuhkan producer-facing timestamps/identity yang memungkinkan penentuan kapan EOD facts benar-benar readable. Watchlist tidak boleh mengarang publication completion time untuk membuat D+1 open terlihat executable.",9742F9FCB820633D2114EA8AEC5660E0AB0AB1B9,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
WS-S01-MD-R102,YES,WS-S01,DATA_CONTRACT,REQUIRED,MANDATORY,authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,Operational Publication-Time and Benchmark-Proof Inputs,96,"Untuk benchmark-relative proof yang aktif, producer contract harus menyediakan point-in-time benchmark series/facts yang cukup untuk menghitung causal matched-horizon benchmark return. Canonical primary benchmark adalah IHSG/IDX Composite bila producer contract mengekspos authoritative point-in-time series tersebut. Jika required benchmark input tidak tersedia, benchmark-relative production proof adalah `INSUFFICIENT EVIDENCE`; Watchlist tidak boleh merekonstruksi benchmark dari hidden producer internals.",AFDA70F0E6EAE5818F4EC982F36E235FCD6D86FA,WS-B01,TBD,TBD,TBD,NOT_ASSESSED,NOT_ASSESSED,N/A,,Added by D-WS-20260819-05 high-trust strategy strengthening.
